	C_CA003_18	C_IA004_18	C_IA005_18	C_IA006_18	C_IA007_18	C_IA008_18	C_IA011_18	C_IA009_18	C_IA014_18	C_IA013_18	C_IA016_18	C_IA018_18	C_IA017_18	C_IA019_18	C_IA020_18	C_IA023_18	C_IA055_18	C_IA027_18	C_IA025_18	C_IA024_18	C_IA029_18	C_IA058_18	C_IA059_18	C_IA050_18	C_IA051_18	C_IA052_18	C_IA054_18	C_IA040_18	C_IA042_18	C_IA043_18	C_IA044_18	C_IA030_18	C_IA031_18	C_IA034_18	C_IA035_18	C_IA036_18	C_IA038_18	C_IA039_18	C_IA045_18	C_IA046_18	C_IA047_18	C_IA048_18	C_IA063_18	C_IA049_18	C_IA068_18	C_IA069_18	C_IA070_18	C_IA078_18	C_IA065_18	C_IA066_18	C_IA076_18	C_IA077_18	C_IA075_18	C_IA062_18	C_IA082_18	C_IA084_18	C_IA083_18	C_IA080_18	C_IA086_18	C_IA064_18	C_IA085_18	C_IA087_18	C_IA092_18	C_IA091_18	C_IA090_18	C_IA060_18	C_IA099_18	C_IA104_18
C_CA003_18	1.9990193085644545	0.9999998485138	1.9990625251522542	1.999376886048388	0.9999994989087362	1.9806954302560982	1.9999877578433614	1.0782047639217975	1.9999877585788695	0.9999994989087362	1.0782048452571615	1.0000002072835406	1.040519069450064	0.9996738955195147	1.981060242282792	0.6782777655977215	1.0000003569388263	1.9999127502596215	0.9996754111665012	1.00000003065759	1.3266127623545456	0.9999990247188484	0.9999991104971933	0.9999990247188484	1.0000000067797956	0.9999985947816642	0.9999999994756431	0.9999985947816642	1.0000055230442129	0.9970892501013919	0.9999985947816642	0.9999967086248384	0.9999639566395176	0.9999959935165418	0.9999959935165418	0.9999959935165418	0.9999999685306544	0.9999953278763699	0.9999961617962623	0.9999999984565354	0.9999999772815544	0.9999866840263689	0.9999985951047287	1.000685781362472	0.9999985947816642	0.9999985947816642	0.9999985947816642	0.9999967574226973	1.0000000000154008	0.9999999597933408	0.9999834522245962	0.9999990247188484	0.9999985947816642	0.9999996206003561	0.9999972193732064	0.999999696248814	0.9999990247180764	1.0000571946665602	0.999966642384194	0.9999985947816642	0.9999866835642177	0.9999959935165418	0.9999985947816642	0.9999985947816642	0.9999999839940811	0.9999708043023721	0.9999959934996405	0.9999985947816642
C_IA004_18	0.9999998485138	1.976561033977445	0.9999999971163749	0.9999936598417272	1.0135065753002315	0.9999999994646842	0.999999951628916	0.9999999959323701	0.999999951628916	1.0135065753002315	0.9999999994646842	1.0135065753002315	0.9999999998934699	1.000029931707387	0.9999999912461031	1.012322381233107	0.9985505634339259	0.9999463026996727	0.8723021623138552	1.0360891244224382	0.9951564084490169	1.0127738750810413	0.9658465526691719	1.0127738750810413	1.0000961094105771	1.0123756876564234	1.9956437821535027	1.0123756876564234	1.013469543187839	0.9992966851695921	1.0123756876564234	1.2229812084239626	0.9994211542691666	1.0123756876564234	1.0123756876564234	1.0123756876564234	1.2252301733501796	1.0123756876564234	1.2229812084239626	1.9956432481437774	0.9985505634339259	1.0123756876564234	0.9993750062575505	0.9906441125777917	1.0123756876564234	1.0123756876564234	1.0123756876564234	1.0127738750810413	1.664063348797705	1.9956437203972612	0.9993441650465784	1.0127738750810413	1.0123756876564234	0.9998926247618434	0.9998011857882272	1.9943721237003165	0.9998011857882272	1.0041703781584745	1.012083723355753	1.0123756876564234	0.9996393574032679	1.0123756876564234	1.0123756876564234	1.0123756876564234	1.976561033977445	0.9841445709746135	0.9996393574032679	1.0123756876564234
C_IA005_18	1.9990625251522542	0.9999999971163749	1.9990514793669878	1.9999715307296162	0.9999909534649204	1.980471972859997	1.9999876142758677	1.9804719726984459	1.9999876142758677	0.9999909534649204	1.980471972859997	0.9999909534649204	1.4445317248236513	1.7272568448664205	1.9999984413536411	1.7655923931485658	0.9999671938487014	1.9999128173964167	0.9996754111665012	1.000000188004936	0.9822567244499255	0.999989037103914	0.9999232794260796	0.999989037103914	0.9999996171624363	0.9999842027954988	0.9999999971163751	0.9999842027954988	0.9999818555709886	0.9927401133766812	0.9999842027954988	0.9999870228651646	0.9999538233444455	0.9999842027954988	0.9999842027954988	0.9999842027954988	0.9999900173418901	0.9999842027954988	0.9999870228651646	0.9999999914316575	0.9999671938487014	0.9999842027954988	0.999983028828545	0.9273337139910649	0.9999842027954988	0.9999842027954988	0.9999842027954988	0.999989037103914	0.9999998232019907	0.9999999932787819	0.9999830238138224	0.999989037103914	0.9999842027954988	0.9999985402988456	0.9999881766394412	0.9999999498141345	0.9999881766394412	0.9999999319753349	0.9999603676785629	0.9999842027954988	0.9999829631805267	0.9999842027954988	0.9999842027954988	0.9999842027954988	0.9999999971163749	0.9999167975811821	0.9999829631805267	0.9999842027954988
C_IA006_18	1.999376886048388	0.9999936598417272	1.9999715307296162	1.4999991878190293	0.9996143223469781	1.9994031117383455	1.0003602811090717	1.9994031102835437	1.0003602811090717	0.9996143223469781	1.9994031118346396	0.9996143223469781	1.999998715610889	1.040941382953911	1.0003602728958862	1.4496840276737848	0.9987454964283969	1.000360280770419	0.998237251701594	0.9998136602815999	0.6273299509917676	0.9996154395118807	0.9998538602060563	0.9996154395118807	0.999854633838012	0.9994459815288796	0.9999946027130843	0.9994459815288796	0.999653848075547	0.6693343771879697	0.9994459815288796	0.9994653847367901	0.998237251701594	0.9993493007406427	0.9993493007406427	0.9993493007406427	0.9998398336563777	0.9994459815288796	0.999544827213008	0.9999946027130843	0.9987454964283969	0.9993493007406427	0.9994459815288796	0.5331744718848345	0.9994459815288796	0.9994459815288796	0.9994459815288796	0.9996154395118807	0.9998646841118316	0.9999864830449182	0.9993493007406427	0.9996154395118807	0.9994459815288796	0.9994459815288796	0.9995483140059541	0.9999662097153209	0.9996154395118807	0.9998571825623455	0.9983676902956237	0.9994459815288796	0.9993493007406427	0.9993493007406427	0.9994459815288796	0.9994459815288796	0.9999946027130843	0.9996154395118807	0.9993493007406427	0.9994459815288796
C_IA007_18	0.9999994989087362	1.0135065753002315	0.9999909534649204	0.9996143223469781	1.9407471479192677	0.9999960193131561	0.9998456484312878	0.999995335235765	0.9999534748092902	1.9407471479192677	0.9999960193131561	1.9407471479192677	0.9999999731903156	0.9996510110626944	0.9999958669550071	0.7002907205958774	1.9621288179997158	0.9986032995543425	1.5234534703000664	1.9332151534432043	1.914945004563991	1.2401613295966116	1.6147330240560878	1.2401613295966116	1.2823464731925514	1.2359168323242018	1.0136473330535818	1.2359168323242018	1.9407402159269973	1.1422067169574106	1.2359168323242018	1.238389305706033	1.162312405309151	1.2359168323242018	1.2359168323242018	1.2359168323242018	1.940741244790995	1.2359168323242018	1.238389305706033	1.0018187108428354	1.9621288179997158	1.2359168323242018	1.9103441679574384	1.9000265351966077	1.2359168323242018	1.2359168323242018	1.2359168323242018	1.2401613295966116	1.225279725304057	1.01346803173053	1.9612928612678184	1.2401613295966116	1.2359168323242018	1.2790796927742645	1.2262076394058692	1.0284265116238396	1.2262076394058692	1.9942308385603855	1.2328209365136629	1.2359168323242018	1.2219340987352418	1.2359168323242018	1.2359168323242018	1.2359168323242018	1.0135065753002315	1.6532550274370386	1.2219340987352418	1.2359168323242018
C_IA008_18	1.9806954302560982	0.9999999994646842	1.980471972859997	1.9994031117383455	0.9999960193131561	1.999051479372375	1.9997402364451422	1.9990514793689662	1.9997402364451422	0.9999960193131561	1.999051479372375	0.9999960193131561	1.0367467791432197	1.9824371260375921	1.9999673037232748	1.7655923931485658	0.9999859758651075	1.9999128173964167	0.9998611601285476	1.000000188004936	0.9822567244499255	0.9999953202990914	0.9999672420976385	0.9999953202990914	0.9999998366104704	0.9999932572839814	0.9999999994646841	0.9999932572839814	0.9999900522325801	0.9968658257517197	0.9999932572839814	0.9999870228651646	0.9999802718992192	0.9999932572839814	0.9999932572839814	0.9999932572839814	0.9999900173418901	0.9999932572839814	0.9999870228651646	0.9999999965985151	0.9999859758651075	0.9999932572839814	0.9999927315462364	0.9273337139910649	0.9999932572839814	0.9999932572839814	0.9999932572839814	0.9999953202990914	0.9999999242803866	1.0000000096396482	0.9999927313071898	0.9999953202990914	0.9999932572839814	0.9999993770712923	0.9999949532350865	0.9999999498141345	0.9999949532350865	0.9999999319753349	0.9999830623785196	0.9999932572839814	0.999992728416863	0.9999932572839814	0.9999932572839814	0.9999932572839814	0.9999999994646842	0.9999644757938987	0.999992728416863	0.9999932572839814
C_IA011_18	1.9999877578433614	0.999999951628916	1.9999876142758677	1.0003602811090717	0.9998456484312878	1.9997402364451422	1.8756129257347314	1.9997402364362815	1.8756129257347314	0.9998456484312878	1.9997402364451422	0.9998456484312878	1.999265139443974	1.7272568448664205	1.9824373741760855	1.7655923931485658	0.9994540763668066	1.4999965417910945	0.9946211623428294	0.9999991963163127	0.9822567244499255	0.9998177272201504	0.9987254912105631	0.9998177272201504	0.9999936347637496	0.9997373904462652	0.999999951628916	0.9997373904462652	0.9996255537292857	0.9927401133766812	0.9997373904462652	0.9997842530273864	0.9992321321548484	0.9997373904462652	0.9997373904462652	0.9997373904462652	0.9998202657171291	0.9997373904462652	0.9997842530273864	0.9999998573764916	0.9994540763668066	0.9997373904462652	0.9997170649029414	0.9273337139910649	0.9997373904462652	0.9997373904462652	0.9997373904462652	0.9998177272201504	0.9999970517035272	0.9999998806102539	0.9997170444261676	0.9998177272201504	0.9997373904462652	0.9999757324219863	0.999803431514459	0.9999991005389011	0.999803431514459	0.999998699033604	0.9993407073446398	0.9997373904462652	0.9997167968402807	0.9997373904462652	0.9997373904462652	0.9997373904462652	0.999999951628916	0.9986179994563448	0.9997167968402807	0.9997373904462652
C_IA009_18	1.0782047639217975	0.9999999959323701	1.9804719726984459	1.9994031102835437	0.999995335235765	1.9990514793689662	1.9997402364362815	1.9990514793701213	1.9997402364362817	0.999995335235765	1.9990514793701213	0.9999985930796484	1.036746784827264	1.9824364205576812	1.999967303717191	1.7587266328399613	0.9999835744508753	1.9999128151353134	0.9999036463881208	1.0000001665549099	0.9679804162997316	0.9999964902637962	0.9999959528514331	0.9999964902637962	0.9999998893018149	0.9999964902637962	0.9999999971294321	0.9999964902637962	0.9999987372959733	0.9963307333742304	0.9999964902637962	0.9999885681798825	0.9999863085942954	0.9999958774247999	0.9999958774247999	0.9999958774247999	0.9999960396112959	0.9999960159534508	0.9999889524210404	0.9999999897301269	0.9999855302079232	0.9999953202990914	0.999996218090292	0.9926553912563286	0.9999964902637962	0.9999964902637962	0.9999964902637962	0.9999960159534508	0.9999999725892167	1.0000000037725432	0.9999949561254132	0.9999964902637962	0.9999964902637962	0.9999996757458396	0.9999955540565143	0.9999998468451096	0.9999962149609185	0.9999999180081361	0.9999882454240437	0.9999964902637962	0.9999949532350865	0.9999958774247999	0.9999964902637962	0.9999964902637962	0.9999999971294321	0.9999697565747722	0.9999955540565143	0.9999964902637962
C_IA014_18	1.9999877585788695	0.999999951628916	1.9999876142758677	1.0003602811090717	0.9999534748092902	1.9997402364451422	1.8756129257347314	1.9997402364362817	1.875612925734731	0.9999534748092902	1.9997402364451422	0.9999534748092902	1.999265139443974	1.7272568448664214	1.9824373741760852	1.7655923931485658	0.9998324096209552	1.4999965417910945	0.9983436686255777	0.9999991963163126	1.0446021168619972	0.9999440090751918	0.9996082506882555	0.9999440090751918	0.9999980447261013	0.9999193220093998	0.9999999516289159	0.9999193220093998	0.9999013894602807	0.9978002281331017	0.9999193220093998	0.9999337229667816	0.999764151344747	0.9999193220093998	0.9999193220093998	0.9999193220093998	0.9999478921705833	0.9999193220093998	0.9999337229667816	0.9999998573764917	0.9998324096209552	0.9999193220093998	0.9999132603253507	1.0247734618336644	0.9999193220093998	0.9999193220093998	0.9999193220093998	0.9999440090751918	0.9999990963200505	0.9999998806102539	0.9999132398485752	0.9999440090751918	0.9999193220093998	0.9999925450099932	0.9999396152834782	0.999999100538901	0.9999396152834782	0.999998699033604	0.9997975563718939	0.9999193220093998	0.9999129922626705	0.9999193220093998	0.9999193220093998	0.9999193220093998	0.999999951628916	0.9995751683553092	0.9999129922626705	0.9999193220093998
C_IA013_18	0.9999994989087362	1.0135065753002315	0.9999909534649204	0.9996143223469781	1.9407471479192677	0.9999960193131561	0.9998456484312878	0.999995335235765	0.9999534748092902	1.9407471479192677	0.9999960193131561	1.9407471479192677	0.9999999731903156	0.9996510110626944	0.9999958669550071	0.7002907205958774	1.9621288179997158	0.9986032995543425	1.5234534703000664	1.9332151534432043	1.914945004563991	1.2401613295966116	1.6147330240560878	1.2401613295966116	1.2823464731925514	1.2359168323242018	1.0136473330535818	1.2359168323242018	1.9407402159269973	1.1422067169574106	1.2359168323242018	1.238389305706033	1.162312405309151	1.2359168323242018	1.2359168323242018	1.2359168323242018	1.940741244790995	1.2359168323242018	1.238389305706033	1.0018187108428354	1.9621288179997158	1.2359168323242018	1.9103441679574384	1.9000265351966077	1.2359168323242018	1.2359168323242018	1.2359168323242018	1.2401613295966116	1.225279725304057	1.01346803173053	1.9612928612678184	1.2401613295966116	1.2359168323242018	1.2790796927742645	1.2262076394058692	1.0284265116238396	1.2262076394058692	1.9942308385603855	1.2328209365136629	1.2359168323242018	1.2219340987352418	1.2359168323242018	1.2359168323242018	1.2359168323242018	1.0135065753002315	1.6532550274370386	1.2219340987352418	1.2359168323242018
C_IA016_18	1.0782048452571615	0.9999999994646842	1.980471972859997	1.9994031118346396	0.9999960193131561	1.999051479372375	1.9997402364451422	1.9990514793701213	1.9997402364451422	0.9999960193131561	1.9990514793726784	0.9999987988165723	1.036746790829166	1.9824371260375921	1.9999673037232748	1.765940351326501	0.9999859758651075	1.9999128173964167	0.9998611601285476	1.000000188004936	0.9822567244499255	0.9999964902637962	0.9999965444412955	0.9999964902637962	0.999999958164673	0.9999949429980451	0.9999999997786678	0.9999949429980451	0.999998921939044	0.9968658257517197	0.9999949429980451	0.9999885681798825	0.9999802718992192	0.9999940600042553	0.9999940600042553	0.9999940600042553	0.9999966258657372	0.9999942595997665	0.9999889524210404	0.9999999975219961	0.999987645747179	0.9999932572839814	0.9999945494714855	0.9602825006010932	0.9999949429980451	0.9999949429980451	0.9999949429980451	0.9999960159534508	0.9999999765962134	1.000000010428503	0.9999927313071898	0.9999964902637962	0.9999949429980451	0.9999995328039664	0.9999955540565143	0.999999963658711	0.9999962149609185	0.9999999319753349	0.9999830623785196	0.9999949429980451	0.999992728416863	0.9999940600042553	0.9999949429980451	0.9999949429980451	0.9999999997786676	0.9999697565747722	0.9999935940947288	0.9999949429980451
C_IA018_18	1.0000002072835406	1.0135065753002315	0.9999909534649204	0.9996143223469781	1.9407471479192677	0.9999960193131561	0.9998456484312878	0.9999985930796484	0.9999534748092902	1.9407471479192677	0.9999987988165723	1.940775461570721	0.9999999916058343	0.9996510110626944	0.9999958669550071	0.8734306419424491	1.9621288179997158	0.9986032995543425	1.5234534703000664	1.9332151534432043	1.914945004563991	1.0088993557930388	1.624494949589954	1.0088993557930388	1.2827593678490448	1.0075222583877785	1.0004975985937739	1.0075222583877785	1.9407746363068703	1.1422067169574106	1.0075222583877785	1.0083251256742802	1.162312405309151	1.0075222583877785	1.0075222583877785	1.0075222583877785	1.3673920803040076	1.2359168323242018	1.238389305706033	1.0000425718025732	1.4837925346385417	1.2359168323242018	1.272807149746539	1.2588253892283183	1.0075222583877785	1.0075222583877785	1.0075222583877785	1.2401613295966116	1.0105018941077946	1.0004436548756437	1.9612928612678184	1.0088993557930388	1.0075222583877785	1.012993619556839	1.0080336463908461	1.0006193040392939	1.0080336463908461	1.9942308385603855	1.2328209365136629	1.0075222583877785	1.2219340987352418	1.0075222583877785	1.0075222583877785	1.0075222583877785	1.000455252024904	1.6532550274370386	1.0066565304389157	1.0075222583877785
C_IA017_18	1.040519069450064	0.9999999998934699	1.4445317248236513	1.999998715610889	0.9999999731903156	1.0367467791432197	1.999265139443974	1.036746784827264	1.999265139443974	0.9999999731903156	1.036746790829166	0.9999999916058343	1.9985651361452212	0.9998557811027529	1.9428665844940067	0.8812119805390055	0.9999999967613418	1.9999960662746756	0.9999523360325269	1.0000000000294276	0.988721164264702	0.9999999027443948	0.9999991824713237	0.9999999027443948	0.9999999941421693	0.9999998589731972	0.9999999999973924	0.9999998589731972	0.9999999924637418	0.9969858630140803	0.9999998589731972	0.9999998639858211	0.9999994824391197	0.9999998339937862	0.9999998339937862	0.9999998339937862	0.9999999971014604	0.9999998396402376	0.9999998686245053	0.9999999999817961	0.999999997146954	0.999999811285232	0.9999997854055495	0.9987873629782879	0.9999998589731972	0.9999998589731972	0.9999998589731972	0.9999998893264604	0.999999999923112	0.9999999997994624	0.9999998747781547	0.9999999027443948	0.9999998589731972	0.9999999055099572	0.9999998833718701	0.9999999974859877	0.9999999007086932	0.9999999999436237	0.9999995569240795	0.9999998589731972	0.9999998092495302	0.9999998339937862	0.9999998589731972	0.9999998589731972	0.9999999999201055	0.9999895989436639	0.9999998319580846	0.9999998589731972
C_IA019_18	0.9996738955195147	1.000029931707387	1.7272568448664205	1.040941382953911	0.9996510110626944	1.9824371260375921	1.7272568448664205	1.9824364205576812	1.7272568448664214	0.9996510110626944	1.9824371260375921	0.9996510110626944	0.9998557811027529	1.4999945966484483	1.0454089219681686	1.494647654403162	0.9978671187473794	1.4905155866684459	0.5108745676825626	1.7586120374562926	0.9981877081203238	0.9988494418778728	0.7971006366378511	0.9988494418778728	0.9999065917139134	0.9983344251979972	1.0000299317073869	0.9983344251979972	0.9996510110626944	0.999788689930786	0.9983344251979972	0.9971738500231124	0.9982860403070409	0.9983344251979972	0.9983344251979972	0.9983344251979972	0.9999658005791161	0.9983344251979972	0.9971738500231124	1.000028424647873	0.9978671187473794	0.9983344251979972	0.9989736936131364	0.9969414928909737	0.9983344251979972	0.9983344251979972	0.9983344251979972	0.9988494418778728	0.9999546380870521	1.0005430118296108	0.9988933138847057	0.9988494418778728	0.9983344251979972	0.9996433015758268	0.9995249983455297	1.0005079925638065	0.9995249983455297	1.0000446172628372	0.9961263773813824	0.9983344251979972	0.9993156412889155	0.9983344251979972	0.9983344251979972	0.9983344251979972	1.000029931707387	0.7700705590202082	0.9993156412889155	0.9983344251979972
C_IA020_18	1.981060242282792	0.9999999912461031	1.9999984413536411	1.0003602728958862	0.9999958669550071	1.9999673037232748	1.9824373741760855	1.999967303717191	1.9824373741760852	0.9999958669550071	1.9999673037232748	0.9999958669550071	1.9428665844940067	1.0454089219681686	1.4999999418614864	1.494647654403162	0.9999754565995319	1.4999811372360514	0.9946211623428294	1.0001752383666302	0.995550099249211	0.9999865717405918	0.9968068466074356	0.9999865717405918	0.9999989249699393	0.9999806418374425	0.9999999912461027	0.9999806418374425	0.9999896538702373	0.9988449628711908	0.9999806418374425	0.9999841010152449	0.999991505496352	0.9999806418374425	0.9999806418374425	0.9999806418374425	0.9999986006548476	0.9999806418374425	0.9999841010152449	0.9999999740904363	0.9999754565995319	0.9999806418374425	0.9999882020053391	0.9924420857894874	0.9999806418374425	0.9999806418374425	0.9999806418374425	0.9999865717405918	0.9999994641032738	0.9999999912461031	0.9999872767151647	0.9999865717405918	0.9999806418374425	0.9999959006509884	0.9999945412315706	0.9999999350003513	0.9999945412315706	0.9999999602978398	0.9999806418374425	0.9999806418374425	0.9999921347352102	0.9999806418374425	0.9999806418374425	0.9999806418374425	0.9999999912461031	0.9965378654142009	0.9999921347352102	0.9999806418374425
C_IA023_18	0.6782777655977215	1.012322381233107	1.7655923931485658	1.4496840276737848	0.7002907205958774	1.7655923931485658	1.7655923931485658	1.7587266328399613	1.7655923931485658	0.7002907205958774	1.765940351326501	0.8734306419424491	0.8812119805390055	1.494647654403162	1.494647654403162	1.495282834601242	0.4064417588969645	1.4496840276737848	0.5951088278266186	1.7379876015177018	0.7002907205958774	0.693229931819896	0.6798237038696646	0.693229931819896	0.9402948736289579	0.6057891284474288	1.014478235621807	0.6057891284474288	0.8734306419424491	0.7002907205958774	0.6057891284474288	0.693229931819896	0.5738205819176667	0.6057891284474288	0.6057891284474288	0.6057891284474288	0.728077452205775	0.5738205819176667	0.6638558908512763	1.014478235621807	0.43802506476794856	0.5738205819176667	0.6057891284474288	0.6057891284474293	0.6057891284474288	0.6057891284474288	0.6057891284474288	0.6638558908512763	0.7280774522057749	1.014478235621807	0.5738205819176667	0.693229931819896	0.6057891284474288	0.6057891284474288	0.693229931819896	1.014478235621807	0.693229931819896	0.9731463183853952	0.5738205819176667	0.6057891284474288	0.5738205819176667	0.6057891284474288	0.6057891284474288	0.6057891284474288	1.014478235621807	0.7298107115740664	0.6057891284474288	0.6057891284474288
